Sexe	age	Chaussures	sacados	feder	anios_pract	numer_3000	boussole/GPS	Radio/Tel	TrousSecours	id_proc	Origine	Destination
H	28	4	1	0	3	1	1	1	1	PV	Espagne	Aneto
M	28	3	1	1	3	13	1	1	1	PV	Espagne	Aneto
H	28	3	1	1	3	10	1	1	1	FRA	France	Aneto
H	33	3	1	0	8	1	0	1	1	PV	Espagne	Aneto
H	33	3	1	0	8	1	1	1	0	CT	Espagne	Aneto
M	28	4	1	1	3	1	1	1	1	CM	Espagne	Aneto
H	33	4	1	1	8	6	1	1	1	NA	Espagne	Aneto
H	28	3	1	0	3	1	1	1	1	CT	Espagne	Aneto
H	28	2	1	1	3	5	0	1	0	CT	Espagne	Aneto
H	28	3	1	1	3	2	0	1	0	CT	Espagne	Aneto
H	28	3	1	0	3	1	0	0	0	VC	Espagne	Aneto
H	28	3	1	0	3	2	1	1	0	CT	Espagne	Aneto
H	33	3	1	0	8	1	1	1	1	CT	Espagne	Aneto
M	43	3	1	0	18	2	0	1	1	CT	Espagne	Aneto
H	33	3	1	0	8	1	0	1	0	NA	Espagne	Aneto
H	33	3	1	0	8	1	0	1	0	NA	Espagne	Aneto
M	28	3	1	0	3	3	1	0	1	M	Espagne	Aneto
H	28	3	1	0	2	1	1	0	0	CT	Espagne	Aneto
H	28	3	1	1	2	1	1	1	1	DEU	Autre pays	Aneto
H	28	3	1	0	2	2	0	1	1	CT	Espagne	Aneto
M	28	3	1	0	2	1	0	1	1	CT	Espagne	Aneto
M	28	3	1	0	2	2	0	0	0	CT	Espagne	Aneto
H	28	3	1	0	2	1	1	1	1	CT	Espagne	Aneto
H	28	3	1	1	2	4	1	1	1	CT	Espagne	Aneto
M	28	3	1	0	2	2	1	1	1	CT	Espagne	Aneto
H	28	4	1	0	2	1	1	1	1	CT	Espagne	Aneto
H	38	4	1	0	12	6	1	0	1	FRA	France	Aneto
H	28	4	1	0	2	5	1	1	1	VC	Espagne	Aneto
H	58	3	1	1	32	50	1	0	1	PV	Espagne	Aneto
H	38	3	1	0	12	3	1	1	1	MU	Espagne	Aneto
M	28	3	1	0	2	6	1	1	1	CT	Espagne	Aneto
M	38	3	1	0	12	2	1	1	1	CL	Espagne	Aneto
M	28	3	1	1	2	7	0	1	1	CT	Espagne	Aneto
H	28	3	1	1	2	7	0	1	1	CT	Espagne	Aneto
H	28	3	1	1	2	7	0	1	1	CT	Espagne	Aneto
H	28	4	1	0	2	1	0	1	1	PV	Espagne	Aneto
H	28	3	1	1	2	2	1	1	1	CT	Espagne	Aneto
H	28	3	1	0	2	1	1	1	1	CT	Espagne	Aneto
H	28	3	1	0	2	1	1	1	1	CT	Espagne	Aneto
H	28	3	1	0	2	1	1	1	1	CT	Espagne	Aneto
H	28	4	1	0	2	2	1	0	0	AR	Espagne	Aneto
H	33	3	1	1	7	7	0	1	1	CT	Espagne	Aneto
H	28	3	1	1	2	10	0	1	0	CT	Espagne	Aneto
M	38	3	1	1	12	3	1	1	0	NA	Espagne	Aneto
H	28	3	1	0	2	2	1	1	0	CT	Espagne	Aneto
H	28	3	1	0	2	1	1	1	1	CT	Espagne	Aneto
H	28	3	1	0	2	1	1	1	1	CT	Espagne	Aneto
H	28	3	1	0	2	4	0	1	1	AND	Autre pays	Aneto
H	28	2	1	0	1	1	0	1	0	CB	Espagne	Aneto
H	28	2	1	0	1	1	0	1	0	CB	Espagne	Aneto
M	33	3	1	0	6	1	1	0	1	CT	Espagne	Aneto
H	33	3	1	0	6	3	1	0	1	CZE	Autre pays	Aneto
M	33	3	1	0	6	1	1	1	1	VC	Espagne	Aneto
M	38	3	1	1	11	10	1	1	1	FRA	France	Aneto
H	33	3	1	1	6	2	1	1	0	CT	Espagne	Aneto
M	28	4	1	0	1	1	0	1	1	M	Espagne	Aneto
M	33	3	1	1	6	4	1	1	1	NSNC	Autre pays	Aneto
M	28	3	1	0	1	1	1	1	1	M	Espagne	Aneto
H	28	3	1	0	1	2	0	1	0	CT	Espagne	Aneto
H	28	3	1	0	1	3	0	1	0	CT	Espagne	Aneto
H	28	3	1	0	1	5	0	1	0	CT	Espagne	Aneto
H	43	4	1	1	15	4	1	0	1	CT	Espagne	Aneto
H	28	3	1		0	3	1	1	1	M	Espagne	Aneto
H	28	4	1	0	0	1	1	0	1	CL	Espagne	Aneto
H	28	3	0	0	0	2	1	0	1	CL	Espagne	Aneto
H	28	4	0	0	0	1	1	0	1	CL	Espagne	Aneto
H	38	4	1	0	10	3	0	1	0	AR	Espagne	Aneto
H	38	4	1	0	10	20	0	1	0	AR	Espagne	Aneto
H	28	3	1	0	0	1	0	0	1	CT	Espagne	Aneto
M	53	4	1	1	25	2	0	1	1	PV	Espagne	Aneto
M	48	3	1	1	20	4	0	1	1	CB	Espagne	Aneto
H	58	4	1	1	30	50	1	1	1	PV	Espagne	Aneto
H	33	3	1	0	5	6	0	0	0	CT	Espagne	Aneto
H	33	4	1	0	5	1	0	1	1	VA	Autre pays	Aneto
H	38	4	1	0	10	2	0	1	1	CT	Espagne	Aneto
H	28	2	1	0	0	1	1	1	0	NA	Espagne	Aneto
M	48	4	1	1	20	4	1	1	1	M	Espagne	Aneto
H	43	3	1	0	15	1	0	1	1	CT	Espagne	Aneto
H	33	3	1		5	2	1	1	1	VC	Espagne	Aneto
H	48	4	1	0	20	1	1	1	1	FRA	France	Aneto
H	28	4	1	1	0	8	1	1	0	CT	Espagne	Aneto
H	33	4	1	1	5	4	0	1	0	PV	Espagne	Aneto
H	28	3	1	0	0	2	0	1	0	CT	Espagne	Aneto
M	28	3	0	0	0	1	1	1	0	CT	Espagne	Aneto
M	28	3	1	1	0	2	1	1	0	CT	Espagne	Aneto
H	28	4	1	0	0	1	1	1	1	CT	Espagne	Aneto
H	38	4	1	0	10	11	1	1	0	CT	Espagne	Aneto
H	38	4	1	1	10	40	1	1	1	FRA	France	Aneto
H	38	4	1	0	10	1	0	1	1	PV	Espagne	Aneto
M	38	3	1	0	10	1	0	1	1	PV	Espagne	Aneto
H	28	3	1	0	0	1	0	1	1	CT	Espagne	Aneto
M	38	4	1	1	10		1	1	1	POL	Autre pays	Aneto
M	38	4	1	1	10		1	1	1	POL	Autre pays	Aneto
M	38	4	1	1	10		1	1	1	POL	Autre pays	Aneto
H	33	2	1	0	5	7	0	1	0	CT	Espagne	Aneto
M	38	3	1	1	10	4	1	1	1	NSNC	Autre pays	Aneto
H	48	3	1	0	20	2	1	1	0	VC	Espagne	Aneto
M	48	3	0	0	20	5	1	0	0	FRA	France	Aneto
M	33	3	1	1	5	3	0	1	1	CT	Espagne	Aneto
H	28	3	1	0		2	0	1	1	CT	Espagne	Aneto
H	38	4	1	1	10	100	0	1	1	CT	Espagne	Aneto
M	28	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
M	28	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
M	28	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
H	28	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
H	28	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
H	28	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
H	33	3	1	0	5	1	0	0	0	M	Espagne	Aneto
H	28	3	1	0	0	1	0	1	1	M	Espagne	Aneto
M	58	3	1	1	30	20	1	1	1	PV	Espagne	Aneto
H	43	3	1	0	15	1	1	0	1	PV	Espagne	Aneto
H	33	3	1	0	5	1	0	0	0	CL	Espagne	Aneto
H	38	3	1	1	10	4	1	0	0	M	Espagne	Aneto
H	28	3	1	0			1	0	1	FRA	France	Aneto
H	28	3	1	0			1	0	1	FRA	France	Aneto
H	33	3	1	0	5	1	0	1	0	CT	Espagne	Aneto
M	48	3	1	1	20	0	0	1	1	CT	Espagne	Aneto
H	48	3	1	0	20	2	0	1	1	AR	Espagne	Aneto
H	48	3	1	0	20	25	1	0	1	FRA	France	Aneto
H	38	3	1	1	10	50	1	0	1	FRA	France	Aneto
H	28	3	1	0	0	1	0	1	1	AND	Autre pays	Aneto
H	28	3	1	0	0	0	0	1	1	AND	Autre pays	Aneto
H	38	3	1	0	10	5	0	1	0	AR	Espagne	Aneto
H	58	3	1	1	30	50	1	1	1	PV	Espagne	Aneto
H	38	3	1	1	10	5	1	1	0	CT	Espagne	Aneto
H	33	3	1	0	4	1	0	0	1	CL	Espagne	Aneto
H	33	3	1	0	4	2	0	1	1	AR	Espagne	Aneto
H	33	4	0	0	4	15	0	1	0	FRA	France	Aneto
H	33	3	1	1	4	15	1	1	1	CT	Espagne	Aneto
H	33	3	1	0	4	4	1	1	0	CT	Espagne	Aneto
M	33	3	0	0	4	4	1	1	0	CT	Espagne	Aneto
H	33	3	1	0	3	2	0	1	1	VC	Espagne	Aneto
H	33	3	1	0	3	1	0	1	1	VC	Espagne	Aneto
H	38	3	1	0	8	3	0	0	1	VC	Espagne	Aneto
H	33	4	1		3	1	1	1	1	VC	Espagne	Aneto
M	48	3	1	1	18	15	1	0	0	IRL	Autre pays	Aneto
M	38	3	1	1	8	15	1	1	1	PV	Espagne	Aneto
H	33	4	1	0	3	1	0	1	0	AND	Autre pays	Aneto
M	48		1	1	18	1	1	1	1	AN	Espagne	Aneto
M	43	4	1	1	13	20	1	1	0	AR	Espagne	Aneto
H	48	3	1	0	18	5	0	1	1	CT	Espagne	Aneto
M	43	3	1	1	12	3	0	1	1	CT	Espagne	Aneto
H	43	3	1	1	12	2	1	1	1	VC	Espagne	Aneto
H	33	3	1	1	2	7	0	0	0	CT	Espagne	Aneto
M	33	3	1	1	2	2	0	0	0	CT	Espagne	Aneto
M	38	3	1	1	7	3	1	1	1	NSNC	Autre pays	Aneto
M	33	3	1	1	2	10	0	1	0	CT	Espagne	Aneto
H	38	3	1	0	7	3	1	1	1	M	Espagne	Aneto
H	33	2	1	0	1	2	1	0	1	VC	Espagne	Aneto
H	53	4	1	1	21	20	1	1	1	FRA	France	Aneto
M	38	3	1	1	6	1	0	0	0	CT	Espagne	Aneto
H	38	3	1	0	6	1	0	1	1	CT	Espagne	Aneto
H	33	3	1	1	1	3	0	1	1	CT	Espagne	Aneto
M	33	3	1	0	1	2	0	1	1	CT	Espagne	Aneto
M	33	3	1	0	1	3	0	1	0	CT	Espagne	Aneto
M	43	3	1	1	11	6	1	1	1	PV	Espagne	Aneto
H	43	3	1	1	10	10	0	1	0	CT	Espagne	Aneto
H	33	3	1	0	0	5	0	0	0	CT	Espagne	Aneto
H	58	4	1	1	25	10	0	1	1	PV	Espagne	Aneto
H	38	4	1	1	5	3	1	1	1	CT	Espagne	Aneto
M	33	3	1	0	0	3	1	0	0	BEL	Autre pays	Aneto
H	53	4	1	0	20	12	0	0	0	CT	Espagne	Aneto
H	38	3	1	1	5	3	1	1	1	CT	Espagne	Aneto
H	43	4	1	0	10	2	0	1	1	AR	Espagne	Aneto
H	43	4	1	1	10	25	1	1	0	CT	Espagne	Aneto
H	33	4	1	0	0	20	0	1	1	CZE	Autre pays	Aneto
H	33	4	1	0	0	20	0	1	1	CZE	Autre pays	Aneto
H	33	4	1	0	0	10	0	1	1	CZE	Autre pays	Aneto
H	33	4	1	0	0	10	0	1	1	CZE	Autre pays	Aneto
M	33	3	1	0	0	2	0	1	0	CT	Espagne	Aneto
H	33	3	1	0	0	2	1	1	0	CT	Espagne	Aneto
M	68	3		1	35	50	1	1	1	FRA	France	Aneto
H	48	3	1	1	15	60	1	1	1	AR	Espagne	Aneto
H	63	3	1	0	30	3	1	1	1	CT	Espagne	Aneto
M	38	2	0	0	5	7	0	1	0	CT	Espagne	Aneto
M	53	4	0	0	20	5	1	0	0	FRA	France	Aneto
M	33	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
M	33	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
H	33	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
H	33	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
H	33	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
H	33	3	1	0	0	1	0	1	0	M	Espagne	Aneto
H	38	3	1	0	5	2	0	0	0	M	Espagne	Aneto
H	38	3	1	0	5	2	0	0	0	M	Espagne	Aneto
H	53	3	1	0	20	50	0	0	0	FRA	France	Aneto
H	43	3	1	0	10	4	1	1	0	M	Espagne	Aneto
H	43	3	1	0	10	1	1	1	0	M	Espagne	Aneto
M	63	3	1	1	30	20	1	1	1	PV	Espagne	Aneto
H	58	3	1	1	25	85	1	1	1	NA	Espagne	Aneto
H	38	3	1	0	5	1	0	0	0	CL	Espagne	Aneto
H	48	3	1	0	15	5	0	1	0	CT	Espagne	Aneto
H	33	4	1	0	0	1	0	1	1	AR	Espagne	Aneto
H	33	4	1	0	0	1	0	1	1	AR	Espagne	Aneto
H	48	3	1	0	15	4	1	1	1	M	Espagne	Aneto
H	48	3	1	0	15	4	1	1	1	M	Espagne	Aneto
H	38	3	1	0	5	4	0	0	0	AR	Espagne	Aneto
H	53	3	1	0	20	2	0	1	1	AR	Espagne	Aneto
H	53	3	1	0	20	2	0	1	1	AR	Espagne	Aneto
H	73	3	1	1	40	5	1	1	1	PV	Espagne	Aneto
H	53	3	1	0	20	4	0	1	0	FRA	France	Aneto
H	53	3	1	0	20	1	0	1	0	FRA	France	Aneto
H	53	3	1	0	20	3	0	1	0	FRA	France	Aneto
H	53	3	1	0	20	3	0	1	0	FRA	France	Aneto
H	38	3	1	0	5	5	0	1	0	AR	Espagne	Aneto
H	38	3	1	0	5	5	0	1	0	AR	Espagne	Aneto
H	43	3	1	0	10	10	1	1	0	CT	Espagne	Aneto
H	38	2	1	0	4	1	0	0	0	CT	Espagne	Aneto
H	38	4	1	0	4	1	1	1	1	VC	Espagne	Aneto
H	38	4	1	0	4	1	0	1	0	CT	Espagne	Aneto
H	38	3	1	1	4	1	0	1	1	CT	Espagne	Aneto
H	38	3	1	0	4	4	0	1	1	FRA	France	Aneto
H	38	3	1	1	4	3	1	1	1	CM	Espagne	Aneto
H	38	3	1	0	4	6	0	1	0	VC	Espagne	Aneto
H	38	3	1	0	4	2	0	1	1	CT	Espagne	Aneto
M	38	3	1	0	4	2	1	1	1	CT	Espagne	Aneto
H	38	3	1	1	3	10	1	0	1	CT	Espagne	Aneto
H	43	3	1	0	8	6	0	0	0	CT	Espagne	Aneto
M	38	3	1	0	3	3	0	1	1	CT	Espagne	Aneto
H	43	3	1	0	8	7	1	1	0	AN	Espagne	Aneto
H	38	3	1	0	3	1	0	1	1	CT	Espagne	Aneto
M	38	3	1	1	3	10	1	0	1	FRA	France	Aneto
H	43	3	1	0	7	15	0	1	0	CT	Espagne	Aneto
H	43	3	1	0	7	15	0	1	0	CT	Espagne	Aneto
H	43	3	1	0	7	15	0	1	0	CT	Espagne	Aneto
H	38	3	1	0	2	1	0	1	1	CT	Espagne	Aneto
M	43	3	1	1	7	3	0	1	1	CB	Espagne	Aneto
H	38	4	1	1	2	4	0	1	1	FRA	France	Aneto
H	38	3	1	0	2	2	0	1	0	CT	Espagne	Aneto
H	38	3	1	1	2	1	1	1	1	PV	Espagne	Aneto
H	38	3	1	0	1	3	0	0	0	CT	Espagne	Aneto
H	48	4	1	0	10	3	0	1	0	AR	Espagne	Aneto
M	38	4	1	0	0	1	0	0	1	CT	Espagne	Aneto
M	48	3	1	1	10	4	0	1	1	CB	Espagne	Aneto
H	43	3	1	0	5	2	1	1	1	CL	Espagne	Aneto
H	38	3	1	0	0	3	0	1	1	CT	Espagne	Aneto
H	38	4	1	0	0	5	1	0	0	BEL	Autre pays	Aneto
H	48	4		0	10	6	1	1	1	CT	Espagne	Aneto
H	48	4	1	1	10		1	0	0	NA	Espagne	Aneto
H	43	4	1	0	5	4	1	1	1	CT	Espagne	Aneto
H	43	4	1	0	5	4	1	1	1	CT	Espagne	Aneto
H	43	4	1	0	5	4	1	1	1	CT	Espagne	Aneto
H	43	4	1	0	5	4	1	1	1	CT	Espagne	Aneto
H	38	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
H	48	3	1	0	10	10	1	1	1	CT	Espagne	Aneto
M	58	3	1	0	20	50	0	0	0	FRA	France	Aneto
H	43	3	1	0	5	3	0	1	1	PV	Espagne	Aneto
H	43	3	1	1	5	10	0	1	1	PV	Espagne	Aneto
H	43	3	1	1	5	2	1	0	0	M	Espagne	Aneto
H	43	3	1	0	5	4	0	1	0	M	Espagne	Aneto
H	38	3	1	0	0	1	1	1	1	NLD	Autre pays	Aneto
H	48	3	1	0	10	3	1	1	0	CT	Espagne	Aneto
H	38	3	1	0	0	0	0	1	1	AND	Autre pays	Aneto
H	43	3	1	0	4	1	0	1	0	CT	Espagne	Aneto
M	43	3	1	1	4	1	0	1	1	CT	Espagne	Aneto
H	48	3	1	1	8	2	0	1	0	AR	Espagne	Aneto
H	43	3	1	0	3	3	0	1	1	CT	Espagne	Aneto
H	43	3	1	1	3	2	0	1	1	PV	Espagne	Aneto
H	43	3	1	1	3	2	0	1	1	PV	Espagne	Aneto
H	48	3	1	1	8	1	1	1	1	CT	Espagne	Aneto
M	43	3	1	1	3	0	1	1	1	PV	Espagne	Aneto
H	58	3	1	0	18	6	0	1	1	CT	Espagne	Aneto
M	48	3	1	1	7	2	0	1	1	CB	Espagne	Aneto
H	43	3	1	0	2	1	0	1	1	AR	Espagne	Aneto
H	53	3	1	1	12	85	1	1	1	NA	Espagne	Aneto
H	43	3	1	1	2	2	0	1	1	PV	Espagne	Aneto
H	43	3	1	0	1	1	0	0	0	CT	Espagne	Aneto
H	43	4	1	1	1	5	0	0	1	CT	Espagne	Aneto
H	43	3	1	0	1	15	0	1	1	AR	Espagne	Aneto
H	48	3	1	1	6	15	1	1	1	NA	Espagne	Aneto
H	43	3	1	0	1	2	0	1	0	M	Espagne	Aneto
H	53	4	1	1	11	0	1	1	1	CT	Espagne	Aneto
H	43	3	1	0	0	7	0	0	0	CT	Espagne	Aneto
H	43	3	1	0	0	30	0	0	0	CT	Espagne	Aneto
H	43	2	1	0	0	3	0	1	1	CT	Espagne	Aneto
H	53	3	1	0	10	6	1	1	1	CT	Espagne	Aneto
H	48	3	1	1	5	3	1	1	1	NSNC	Autre pays	Aneto
M	43	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
H	43	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
H	43	3	1	0	0	1	0	1	1	M	Espagne	Aneto
H	48	3	1	0	5	8	0	1	1	PV	Espagne	Aneto
H	48	4	1	1	5	12	1	0	1	VC	Espagne	Aneto
H	48	3	1	0	5	2	0	1	0	VC	Espagne	Aneto
H	53	3	1	0	10	15	0	1	0	CT	Espagne	Aneto
H	48	3	1	1	4	5	0	1	0	CT	Espagne	Aneto
H	48	3	1	1	4	1	0	1	1	AR	Espagne	Aneto
H	53	3	1	0	8	1	1	1	1	VC	Espagne	Aneto
M	48	3	1	1	3	1	0	1	0	CT	Espagne	Aneto
H	48	3	1	1	3	0	1	1	1	CT	Espagne	Aneto
H	53	2	1	1	8	5	0	0	0	VC	Espagne	Aneto
H	53	3	1	0	8	3	1	1	0	CT	Espagne	Aneto
H	48	3	1	1	3	3	1	1	1	CT	Espagne	Aneto
M	48	3	1	1	3	3	1	1	1	CT	Espagne	Aneto
M	53	3	1	0	7	2	0	1	0	CT	Espagne	Aneto
M	53	3	1	0	7	2	0	1	0	CT	Espagne	Aneto
H	48	3	1	0	1	1	1	1	1	CT	Espagne	Aneto
H	48	4	1	0	1	1	1	1	1	PV	Espagne	Aneto
H	48	3	1	0	1	2	1	1	0	CT	Espagne	Aneto
H	48	3	1	0	0	1	0	1	0	AR	Espagne	Aneto
M	48	3	1	0	0	0	1	0	1	FRA	France	Aneto
M	48	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
H	48	3	1	0	0	2	1	1	1	CZE	Autre pays	Aneto
H	48	3	1	1		15	1	0	0	FRA	France	Aneto
H	63	3	1	0	13	6	1	1	1	FRA	France	Aneto
H	63	3	1	0	13	4	1	1	1	FRA	France	Aneto
H	58	3	1	1	8	3	1	1	0	CT	Espagne	Aneto
H	53	4	1	1	2	8	0	0	0	AR	Espagne	Aneto
H	58	3	1	0	7	1	0	1	0	CT	Espagne	Aneto
H	63	3	1	1	10	40	0	1	0	CT	Espagne	Aneto
H	63	3	1	0	5	2	0	1	0	CT	Espagne	Aneto
H	58	3	1	0		2	1	0	0	FRA	France	Aneto
H	68	3	1	1	4	3	1	0	1	CT	Espagne	Aneto
